Qoil,Qwater,Qgas,BHP,WHP,WHT,Tsep,Psep,Choke_in
5390.6,0,21.56,4282.66,1244.05,159.83,105.6,200,1.94
4556.7,1139.2,18.23,4152.48,1147.8,164.56,111.9,200,1.94
3746.6,2497.7,14.99,4161.52,1064.12,170.29,120.17,200,1.94
2794.8,4192.2,11.18,4234.45,953.28,176.29,129.51,200,1.94
1592.9,6371.6,6.37,4400.94,771.8,182.24,139.51,200,1.94
5386.3,0,21.55,4283.86,1247.48,159.8,105.55,300,1.94
4550.6,1137.6,18.2,4154.65,1153.41,164.5,111.82,300,1.94
3738.5,2492.3,14.95,4164.96,1073.31,170.21,120.04,300,1.94
2784,4176.1,11.14,4240.06,968.49,176.16,129.3,300,1.94
1578.6,6314.2,6.31,4412.06,798.29,181.96,139.01,300,1.94
5366.9,0,21.47,4289.25,1262.95,159.64,105.36,400,1.94
4529.5,1132.4,18.12,4162.12,1172.77,164.3,111.54,400,1.94
3716.8,2477.8,14.87,4174.13,1095.96,169.99,119.71,400,1.94
2763.1,4144.7,11.05,4250.99,996.65,175.91,128.88,400,1.94
1557.6,6230.5,6.23,4428.26,837.31,181.54,138.3,400,1.94
5336.4,0,21.35,4297.71,1287.2,159.4,105.05,500,1.94
4499.1,1124.8,18,4172.85,1200.46,164.01,111.15,500,1.94
3688.6,2459.1,14.75,4186.03,1127.48,169.71,119.28,500,1.94
2734.7,4102,10.94,4265.85,1033.12,175.56,128.32,500,1.94
1530.8,6123.2,6.12,4449.02,884.72,181.02,137.38,500,1.94
5297.3,0,21.19,4308.54,1318.07,159.1,104.65,600,1.94
4458.8,1114.7,17.84,4187.07,1234.8,163.62,110.63,600,1.94
3651.1,2434.1,14.6,4201.89,1165.63,169.33,118.71,600,1.94
2699.3,4049,10.8,4284.29,1077.38,175.14,127.62,600,1.94
1502.2,6008.8,6.01,4471.13,940.24,180.43,136.36,600,1.94
5436.1,0,21.75,4270.03,1207.25,160.19,106.06,100,2.5
4595.4,1148.8,18.38,4138.84,1111.98,164.93,112.39,100,2.5
3780,2520,15.12,4147.42,1029.39,170.63,120.67,100,2.5
2820,4229.9,11.28,4221.31,919.69,176.6,130.01,100,2.5
1610.4,6441.7,6.44,4387.38,737.61,182.58,140.11,100,2.5
5432.6,0,21.73,4271.02,1210.13,160.16,106.03,200,2.5
4590.4,1147.6,18.36,4140.59,1116.59,164.88,112.33,200,2.5
3774.3,2516.2,15.1,4149.82,1035.91,170.57,120.59,200,2.5
2813.4,4220.1,11.25,4224.75,929.24,176.52,129.88,200,2.5
1602.3,6409,6.41,4393.71,754.91,182.42,139.83,200,2.5
5416.3,0,21.67,4275.52,1223.21,160.03,105.86,300,2.5
4574.1,1143.5,18.3,4146.36,1131.72,164.73,112.12,300,2.5
3757.7,2505.1,15.03,4156.84,1053.26,170.4,120.33,300,2.5
2796.7,4195.1,11.19,4233.44,950.39,176.32,129.55,300,2.5
1586.5,6346.1,6.35,4405.88,784.8,182.11,139.29,300,2.5
5391.4,0,21.57,4282.45,1243.27,159.84,105.61,400,2.5
4549.5,1137.4,18.2,4155.03,1154.33,164.49,111.8,400,2.5
3733.5,2489,14.93,4167.05,1078.84,170.16,119.97,400,2.5
2775.1,4162.6,11.1,4244.75,981.11,176.05,129.12,400,2.5
1563.9,6255.5,6.26,4423.42,824.66,181.67,138.51,400,2.5
5358.4,0,21.43,4291.61,1269.65,159.58,105.27,500,2.5
4517.1,1129.3,18.07,4166.47,1183.97,164.18,111.39,500,2.5
3702.5,2468.3,14.81,4180.17,1111.93,169.85,119.5,500,2.5
2744.9,4117.3,10.98,4260.52,1018.88,175.69,128.52,500,2.5
1538.5,6153.9,6.15,4443.09,874.14,181.17,137.64,500,2.5
5318,0,21.27,4302.8,1301.68,159.26,104.86,600,2.5
4475.6,1118.9,17.9,4181.13,1219.5,163.79,110.85,600,2.5
3664.2,2442.8,14.66,4196.37,1151.12,169.46,118.91,600,2.5
2709,4063.5,10.84,4279.23,1064.06,175.25,127.81,600,2.5
1507.7,6030.7,6.03,4466.93,929.92,180.56,136.58,600,2.5
695.8,0,3.13,5440.85,3725.73,81.08,60.19,100,0.25
616.6,154.1,2.78,5416.13,3478.2,84.4,60.27,100,0.25
517,344.7,2.33,5410.61,3187.64,88.42,60.44,100,0.25
385.8,578.7,1.74,5416.2,2944.12,92.69,61.31,100,0.25
218.7,874.6,0.98,5436.11,2465.78,97.92,62.58,100,0.25
688.3,0,3.1,5442.58,3704.22,80.85,60.19,200,0.25
600.5,150.1,2.7,5420.93,3400.09,83.77,60.26,200,0.25
517,344.7,2.33,5410.61,3187.64,88.42,60.44,200,0.25
385.8,578.7,1.74,5416.2,2944.12,92.69,61.31,200,0.25
218.7,874.6,0.98,5436.11,2465.78,97.92,62.58,200,0.25
651.1,0,2.93,5451.08,3534.44,79.72,60.18,300,0.25
572.9,143.2,2.58,5429.16,3266.16,82.67,60.25,300,0.25
517,344.7,2.33,5410.61,3187.64,88.42,60.44,300,0.25
385.8,578.7,1.74,5416.2,2944.12,92.69,61.31,300,0.25
218.7,874.6,0.98,5436.11,2465.78,97.92,62.58,300,0.25
610.9,0,2.75,5460.28,3358.58,78.51,60.16,400,0.25
550.5,137.6,2.48,5435.84,3167.04,81.79,60.24,400,0.25
517,344.7,2.33,5410.61,3187.64,88.42,60.44,400,0.25
385.8,578.7,1.74,5416.2,2944.12,92.69,61.31,400,0.25
218.7,874.6,0.98,5436.11,2465.78,97.92,62.58,400,0.25
570.7,0,2.57,5469.5,3191.91,77.29,60.15,500,0.25
530.5,132.6,2.39,5441.8,3086.79,81,60.23,500,0.25
517,344.7,2.33,5410.61,3187.64,88.42,60.44,500,0.25
385.8,578.7,1.74,5416.2,2944.12,92.69,61.31,500,0.25
218.7,874.6,0.98,5436.11,2465.78,97.92,62.58,500,0.25
539.4,0,2.43,5476.64,3077.75,76.34,60.14,600,0.25
521.3,130.3,2.35,5444.54,3064.9,80.63,60.23,600,0.25
517,344.7,2.33,5410.61,3187.64,88.42,60.44,600,0.25
385.8,578.7,1.74,5416.2,2944.12,92.69,61.31,600,0.25
218.7,874.6,0.98,5436.11,2465.78,97.92,62.58,600,0.25
1129.2,0,5.08,5339.65,3516.1,93.49,61.66,100,0.32
988.3,247.1,4.45,5302.76,3368.43,97.94,62.56,100,0.32
827.6,551.7,3.72,5294.67,3167.44,103.66,63.9,100,0.32
627.1,940.7,2.82,5300.11,2843.88,110.92,65.84,100,0.32
358.7,1434.9,1.61,5330.7,2349.03,118.7,69.07,100,0.32
1129.2,0,5.08,5339.65,3516.1,93.49,61.66,200,0.32
988.3,247.1,4.45,5302.76,3368.43,97.94,62.56,200,0.32
827.6,551.7,3.72,5294.67,3167.44,103.66,63.9,200,0.32
627.1,940.7,2.82,5300.11,2843.88,110.92,65.84,200,0.32
358.7,1434.9,1.61,5330.7,2349.03,118.7,69.07,200,0.32
1129.2,0,5.08,5339.65,3516.1,93.49,61.66,300,0.32
988.3,247.1,4.45,5302.76,3368.43,97.94,62.56,300,0.32
827.6,551.7,3.72,5294.67,3167.44,103.66,63.9,300,0.32
627.1,940.7,2.82,5300.11,2843.88,110.92,65.84,300,0.32
358.7,1434.9,1.61,5330.7,2349.03,118.7,69.07,300,0.32
1129.2,0,5.08,5339.65,3516.1,93.49,61.66,400,0.32
988.3,247.1,4.45,5302.76,3368.43,97.94,62.56,400,0.32
827.6,551.7,3.72,5294.67,3167.44,103.66,63.9,400,0.32
627.1,940.7,2.82,5300.11,2843.88,110.92,65.84,400,0.32
358.7,1434.9,1.61,5330.7,2349.03,118.7,69.07,400,0.32
1129.2,0,5.08,5339.65,3516.1,93.49,61.66,500,0.32
988.3,247.1,4.45,5302.76,3368.43,97.94,62.56,500,0.32
827.6,551.7,3.72,5294.67,3167.44,103.66,63.9,500,0.32
627.1,940.7,2.82,5300.11,2843.88,110.92,65.84,500,0.32
358.7,1434.9,1.61,5330.7,2349.03,118.7,69.07,500,0.32
1129.2,0,5.08,5339.65,3516.1,93.49,61.66,600,0.32
988.3,247.1,4.45,5302.76,3368.43,97.94,62.56,600,0.32
827.6,551.7,3.72,5294.67,3167.44,103.66,63.9,600,0.32
627.1,940.7,2.82,5300.11,2843.88,110.92,65.84,600,0.32
358.7,1434.9,1.61,5330.7,2349.03,118.7,69.07,600,0.32
1797.9,0,8.09,5180.82,3258.73,111.36,65.73,100,0.42
1560.2,390,7.02,5125.62,3110.32,116.65,68.33,100,0.42
1295.6,863.7,5.83,5117.87,2932.2,123.2,71.96,100,0.42
972.5,1458.8,4.38,5132.3,2651.18,131.19,76.83,100,0.42
552.4,2209.5,2.49,5184.25,2207.61,139,83.21,100,0.42
1797.9,0,8.09,5180.82,3258.73,111.36,65.73,200,0.42
1560.2,390,7.02,5125.62,3110.32,116.65,68.33,200,0.42
1295.6,863.7,5.83,5117.86,2932.2,123.2,71.96,200,0.42
972.5,1458.8,4.38,5132.3,2651.18,131.19,76.83,200,0.42
552.4,2209.5,2.49,5184.25,2207.61,139,83.21,200,0.42
1797.9,0,8.09,5180.82,3258.73,111.36,65.73,300,0.42
1560.2,390,7.02,5125.62,3110.32,116.65,68.33,300,0.42
1295.6,863.7,5.83,5117.87,2932.2,123.2,71.96,300,0.42
972.5,1458.8,4.38,5132.3,2651.18,131.19,76.83,300,0.42
552.4,2209.5,2.49,5184.25,2207.61,139,83.21,300,0.42
1797.9,0,8.09,5180.82,3258.73,111.36,65.73,400,0.42
1560.2,390,7.02,5125.62,3110.32,116.65,68.33,400,0.42
1295.6,863.7,5.83,5117.87,2932.2,123.2,71.96,400,0.42
972.5,1458.8,4.38,5132.3,2651.18,131.19,76.83,400,0.42
552.4,2209.5,2.49,5184.25,2207.61,139,83.21,400,0.42
1797.9,0,8.09,5180.82,3258.73,111.36,65.73,500,0.42
1560.2,390,7.02,5125.62,3110.32,116.65,68.33,500,0.42
1295.6,863.7,5.83,5117.87,2932.2,123.2,71.96,500,0.42
972.5,1458.8,4.38,5132.3,2651.18,131.19,76.83,500,0.42
552.4,2209.5,2.49,5184.25,2207.61,139,83.21,500,0.42
1797.9,0,8.09,5180.81,3258.73,111.36,65.73,600,0.42
1560.2,390,7.02,5125.62,3110.32,116.65,68.33,600,0.42
1295.6,863.7,5.83,5117.87,2932.2,123.2,71.96,600,0.42
972.5,1458.8,4.38,5132.3,2651.18,131.19,76.83,600,0.42
552.4,2209.5,2.49,5184.25,2207.61,139,83.21,600,0.42
2645.9,0,11.91,4972.48,2891.77,129.11,75.24,100,0.54
2281.7,570.4,10.27,4895.38,2745.45,134.6,79.56,100,0.54
1891.4,1261,8.51,4887.78,2592.4,141.51,85.47,100,0.54
1408.6,2112.9,6.34,4917.23,2362.39,148.76,92.56,100,0.54
798.8,3195.2,3.6,4996.74,1967.47,156.19,101.11,100,0.54
2645.9,0,11.91,4972.48,2891.77,129.11,75.24,200,0.54
2281.7,570.4,10.27,4895.38,2745.45,134.6,79.56,200,0.54
1891.4,1261,8.51,4887.78,2592.4,141.51,85.47,200,0.54
1408.6,2112.9,6.34,4917.23,2362.39,148.76,92.56,200,0.54
798.8,3195.2,3.6,4996.74,1967.47,156.19,101.11,200,0.54
2645.9,0,11.91,4972.48,2891.77,129.11,75.24,300,0.54
2281.7,570.4,10.27,4895.38,2745.45,134.6,79.56,300,0.54
1891.4,1261,8.51,4887.78,2592.4,141.51,85.47,300,0.54
1408.6,2112.9,6.34,4917.23,2362.39,148.76,92.56,300,0.54
798.8,3195.2,3.6,4996.74,1967.47,156.19,101.11,300,0.54
2645.9,0,11.91,4972.48,2891.77,129.11,75.24,400,0.54
2281.7,570.4,10.27,4895.38,2745.45,134.6,79.56,400,0.54
1891.4,1261,8.51,4887.78,2592.4,141.51,85.47,400,0.54
1408.6,2112.9,6.34,4917.23,2362.39,148.76,92.56,400,0.54
798.8,3195.2,3.6,4996.74,1967.47,156.19,101.11,400,0.54
2645.9,0,11.91,4972.48,2891.77,129.11,75.24,500,0.54
2281.7,570.4,10.27,4895.38,2745.45,134.6,79.56,500,0.54
1891.4,1261,8.51,4887.78,2592.4,141.51,85.47,500,0.54
1408.6,2112.9,6.34,4917.23,2362.39,148.76,92.56,500,0.54
798.8,3195.2,3.6,4996.74,1967.47,156.19,101.11,500,0.54
2645.9,0,11.91,4972.48,2891.77,129.11,75.24,600,0.54
2281.7,570.4,10.27,4895.38,2745.45,134.6,79.56,600,0.54
1891.4,1261,8.51,4887.78,2592.4,141.51,85.47,600,0.54
1408.6,2112.9,6.34,4917.23,2362.39,148.76,92.56,600,0.54
798.8,3195.2,3.6,4996.74,1967.48,156.19,101.11,600,0.54
3537.4,0,15.92,4744.71,2407.69,142.94,86.67,100,0.7
3031.7,757.9,13.64,4647.32,2277.39,148.14,92.01,100,0.7
2512.8,1675.2,11.31,4641.27,2159.08,154.96,99.45,100,0.7
1870.3,2805.4,8.42,4685.24,1979.4,161.3,107.55,100,0.7
1063.1,4252.4,4.78,4793.93,1649.1,168.2,117.08,100,0.7
3537.4,0,15.92,4744.71,2407.69,142.94,86.67,200,0.7
3031.7,757.9,13.64,4647.32,2277.39,148.14,92.01,200,0.7
2512.8,1675.2,11.31,4641.27,2159.08,154.96,99.45,200,0.7
1870.3,2805.4,8.42,4685.24,1979.39,161.3,107.55,200,0.7
1063.1,4252.4,4.78,4793.93,1649.1,168.2,117.08,200,0.7
3537.4,0,15.92,4744.72,2407.69,142.94,86.67,300,0.7
3031.7,757.9,13.64,4647.32,2277.39,148.14,92.01,300,0.7
2512.8,1675.2,11.31,4641.27,2159.08,154.96,99.45,300,0.7
1870.3,2805.4,8.42,4685.24,1979.4,161.3,107.55,300,0.7
1063.1,4252.4,4.78,4793.93,1649.1,168.2,117.08,300,0.7
3537.4,0,15.92,4744.71,2407.69,142.94,86.67,400,0.7
3031.7,757.9,13.64,4647.32,2277.39,148.14,92.01,400,0.7
2512.8,1675.2,11.31,4641.27,2159.07,154.96,99.45,400,0.7
1870.3,2805.4,8.42,4685.24,1979.4,161.3,107.55,400,0.7
1063.1,4252.4,4.78,4793.93,1649.1,168.2,117.08,400,0.7
3537.4,0,15.92,4744.71,2407.69,142.94,86.67,500,0.7
3031.7,757.9,13.64,4647.32,2277.39,148.14,92.01,500,0.7
2512.8,1675.2,11.31,4641.27,2159.08,154.96,99.45,500,0.7
1870.3,2805.4,8.42,4685.24,1979.39,161.3,107.55,500,0.7
1063.1,4252.4,4.78,4793.93,1649.1,168.2,117.08,500,0.7
3537.4,0,15.92,4744.71,2407.69,142.94,86.67,600,0.7
3031.7,757.9,13.64,4647.32,2277.39,148.14,92.01,600,0.7
2512.8,1675.2,11.31,4641.27,2159.08,154.96,99.45,600,0.7
1870.3,2805.4,8.42,4685.24,1979.39,161.3,107.55,600,0.7
1063.1,4252.4,4.78,4793.93,1649.1,168.2,117.08,600,0.7
4271.6,0,19.22,4550.29,1935.63,151.83,95.85,100,0.9
3642,910.5,16.39,4437.99,1822.83,156.52,101.48,100,0.9
3017.1,2011.4,13.58,4434.97,1727.24,162.84,109.48,100,0.9
2255.7,3383.6,10.15,4487.91,1581.64,168.98,118.22,100,0.9
1291.2,5164.7,5.81,4617.42,1313.06,175.49,128.22,100,0.9
4271.6,0,19.22,4550.29,1935.63,151.83,95.85,200,0.9
3642,910.5,16.39,4437.99,1822.83,156.52,101.48,200,0.9
3017.1,2011.4,13.58,4434.97,1727.24,162.84,109.48,200,0.9
2255.7,3383.6,10.15,4487.91,1581.64,168.98,118.22,200,0.9
1291.2,5164.7,5.81,4617.42,1313.06,175.49,128.22,200,0.9
4271.6,0,19.22,4550.29,1935.63,151.83,95.85,300,0.9
3642,910.5,16.39,4437.99,1822.83,156.52,101.48,300,0.9
3017.1,2011.4,13.58,4434.96,1727.24,162.84,109.48,300,0.9
2255.7,3383.6,10.15,4487.91,1581.64,168.98,118.22,300,0.9
1291.2,5164.7,5.81,4617.42,1313.06,175.49,128.22,300,0.9
4271.6,0,19.22,4550.29,1935.63,151.83,95.85,400,0.9
3642,910.5,16.39,4437.99,1822.83,156.52,101.48,400,0.9
3017.1,2011.4,13.58,4434.96,1727.24,162.84,109.48,400,0.9
2255.8,3383.6,10.15,4487.91,1581.64,168.98,118.22,400,0.9
1291.2,5164.7,5.81,4617.42,1313.06,175.49,128.22,400,0.9
4271.6,0,19.22,4550.29,1935.63,151.83,95.85,500,0.9
3642,910.5,16.39,4437.99,1822.83,156.52,101.48,500,0.9
3017.1,2011.4,13.58,4434.97,1727.24,162.84,109.48,500,0.9
2255.7,3383.6,10.15,4487.91,1581.64,168.98,118.22,500,0.9
1291.2,5164.7,5.81,4617.42,1313.06,175.49,128.22,500,0.9
4271.6,0,19.22,4550.29,1935.63,151.83,95.85,600,0.9
3642,910.5,16.39,4437.99,1822.83,156.52,101.48,600,0.9
3017.1,2011.4,13.58,4434.97,1727.24,162.84,109.48,600,0.9
2255.7,3383.6,10.15,4487.91,1581.64,168.98,118.22,600,0.9
1290.6,5162.3,5.81,4617.88,1314.04,175.47,128.2,600,0.9
4749.4,0,21.37,4418.81,1582.35,156.43,101.37,100,1.16
4048.5,1012.1,18.22,4295.45,1481.36,161.29,107.42,100,1.16
3355.1,2236.8,15.1,4292.65,1396.04,167.02,115.38,100,1.16
2517.8,3776.7,11.33,4351.41,1270.74,173.13,124.51,100,1.16
1449.5,5798.2,6.52,4493.91,1045.54,179.46,134.75,100,1.16
4749.4,0,21.37,4418.81,1582.35,156.43,101.37,200,1.16
4048.5,1012.1,18.22,4295.45,1481.36,161.29,107.42,200,1.16
3355.1,2236.8,15.1,4292.66,1396.04,167.02,115.38,200,1.16
2517.8,3776.7,11.33,4351.41,1270.74,173.13,124.51,200,1.16
1449.5,5798.2,6.52,4493.91,1045.54,179.46,134.75,200,1.16
4749.4,0,21.37,4418.81,1582.35,156.43,101.37,300,1.16
4048.5,1012.1,18.22,4295.45,1481.36,161.29,107.42,300,1.16
3355.1,2236.8,15.1,4292.65,1396.04,167.02,115.38,300,1.16
2517.8,3776.7,11.33,4351.41,1270.74,173.13,124.51,300,1.16
1449.5,5798.2,6.52,4493.91,1045.54,179.46,134.75,300,1.16
4749.4,0,21.37,4418.81,1582.35,156.43,101.37,400,1.16
4048.5,1012.1,18.22,4295.45,1481.36,161.29,107.42,400,1.16
3355.1,2236.8,15.1,4292.65,1396.04,167.02,115.38,400,1.16
2517.8,3776.7,11.33,4351.41,1270.74,173.13,124.51,400,1.16
1449.4,5797.7,6.52,4494,1045.76,179.46,134.74,400,1.16
4749.4,0,21.37,4418.81,1582.35,156.43,101.37,500,1.16
4048.5,1012.1,18.22,4295.45,1481.36,161.29,107.42,500,1.16
3355.1,2236.8,15.1,4292.65,1396.04,167.02,115.38,500,1.16
2517.7,3776.5,11.33,4351.48,1270.93,173.13,124.5,500,1.16
1441.7,5766.7,6.49,4500.07,1055.72,179.27,134.44,500,1.16
4749.1,0,21.37,4418.9,1582.59,156.43,101.36,600,1.16
4048.5,1012.1,18.22,4295.45,1481.36,161.29,107.42,600,1.16
3352.6,2235.1,15.09,4293.73,1398.68,166.98,115.33,600,1.16
2510.9,3766.4,11.3,4355.01,1279.81,173.03,124.35,600,1.16
1425.5,5702.1,6.42,4512.69,1087.02,178.9,133.8,600,1.16
5013.3,0,22.56,4346.18,1376.23,158.98,104.41,100,1.5
4264.9,1066.2,19.19,4216.47,1278.03,163.33,110.23,100,1.5
3544.9,2363.3,15.95,4212.41,1198.09,169.3,118.63,100,1.5
2664,3996,11.99,4274.78,1081.41,175.27,127.83,100,1.5
1537.8,6151,6.92,4424.79,881.2,181.41,138.06,100,1.5
5013.3,0,22.56,4346.18,1376.23,158.98,104.41,200,1.5
4264.9,1066.2,19.19,4216.47,1278.03,163.33,110.23,200,1.5
3544.9,2363.3,15.95,4212.41,1198.09,169.3,118.63,200,1.5
2664,3996,11.99,4274.78,1081.41,175.27,127.83,200,1.5
1537.8,6151,6.92,4424.79,881.2,181.41,138.06,200,1.5
5013.3,0,22.56,4346.18,1376.23,158.98,104.41,300,1.5
4264.9,1066.2,19.19,4216.47,1278.03,163.33,110.23,300,1.5
3544.9,2363.3,15.95,4212.41,1198.09,169.3,118.63,300,1.5
2664,3996,11.99,4274.79,1081.42,175.27,127.83,300,1.5
1536.2,6144.8,6.91,4426.02,884.46,181.38,138.01,300,1.5
5013.2,0,22.56,4346.21,1376.31,158.97,104.41,400,1.5
4264.1,1066,19.19,4216.77,1278.8,163.32,110.22,400,1.5
3541.7,2361.2,15.94,4213.8,1198.85,169.27,118.58,400,1.5
2659.1,3988.6,11.97,4277.36,1088.23,175.19,127.72,400,1.5
1522,6088.2,6.85,4437.17,908.78,181.11,137.53,400,1.5
5005.5,0,22.53,4348.34,1382.45,158.9,104.32,500,1.5
4251.6,1062.9,19.13,4221.33,1290.73,163.2,110.05,500,1.5
3527.1,2351.4,15.87,4220.16,1215.95,169.12,118.36,500,1.5
2639,3958.5,11.88,4287.89,1113.1,174.9,127.26,500,1.5
1500.6,6002.5,6.75,4453.99,947.83,180.66,136.75,500,1.5
4980.7,0,22.41,4355.18,1402.17,158.66,104.04,600,1.5
4225.8,1056.5,19.02,4230.73,1315.27,162.96,109.72,600,1.5
3500.7,2333.8,15.75,4231.35,1245.28,168.81,117.91,600,1.5
2612.2,3918.3,11.76,4301.93,1150.3,174.51,126.65,600,1.5
1475.8,5903.1,6.64,4473.42,997.16,180.07,135.78,600,1.5
5126.7,0,23.07,4313.75,1280.28,159.89,105.61,100,1.94
4361.5,1090.4,19.63,4181.23,1184.02,164.24,111.48,100,1.94
3626.1,2417.4,16.32,4177.1,1105.22,170.11,119.86,100,1.94
2727,4090.5,12.27,4241.31,992.36,176.07,129.13,100,1.94
1576.9,6307.7,7.1,4393.95,802.29,182.18,139.4,100,1.94
5126.7,0,23.07,4313.75,1280.28,159.89,105.61,200,1.94
4361.5,1090.4,19.63,4181.23,1184.02,164.24,111.48,200,1.94
3626.1,2417.4,16.32,4177.1,1105.22,170.11,119.86,200,1.94
2727,4090.4,12.27,4241.33,992.42,176.07,129.13,200,1.94
1574.8,6299.3,7.09,4395.61,806.84,182.14,139.33,200,1.94
5124.1,0,23.06,4314.52,1282.56,159.87,105.58,300,1.94
4356.5,1089.1,19.6,4183.04,1188.86,164.19,111.42,300,1.94
3619.9,2413.3,16.29,4179.81,1112.65,170.04,119.77,300,1.94
2718.4,4077.6,12.23,4245.89,1005.27,175.97,128.96,300,1.94
1562.1,6248.3,7.03,4405.65,830.78,181.89,138.9,300,1.94
5107.5,0,22.98,4319.29,1296.82,159.74,105.41,400,1.94
4338.5,1084.6,19.52,4189.63,1206.47,164.02,111.18,400,1.94
3602.3,2401.5,16.21,4187.45,1133.61,169.87,119.5,400,1.94
2700.9,4051.3,12.15,4255.27,1031.52,175.76,128.61,400,1.94
1544.1,6176.2,6.95,4419.84,867.56,181.54,138.28,400,1.94
5081.1,0,22.87,4326.91,1319.48,159.54,105.14,500,1.94
4311.5,1077.9,19.4,4199.46,1232.68,163.77,110.83,500,1.94
3575,2383.3,16.09,4199.33,1162.76,169.6,119.09,500,1.94
2674.6,4011.8,12.04,4269.25,1066.02,175.42,128.07,500,1.94
1520.3,6081,6.84,4438.58,912.99,181.07,137.46,500,1.94
5046.8,0,22.71,4336.8,1348.79,159.27,104.78,600,1.94
4277.4,1069.4,19.25,4211.89,1265.64,163.45,110.39,600,1.94
3541.8,2361.2,15.94,4213.76,1198.86,169.27,118.58,600,1.94
2642.5,3963.7,11.89,4286.05,1107.97,174.95,127.34,600,1.94
1491.8,5967.4,6.71,4460.85,965.68,180.45,136.41,600,1.94
5169.6,0,23.26,4301.4,1243.06,160.21,106.05,100,2.5
4397.9,1099.5,19.79,4167.92,1147.98,164.58,111.95,100,2.5
3658.2,2438.8,16.46,4163.15,1069.9,170.43,120.35,100,2.5
2752.1,4128.1,12.38,4227.9,958.7,176.37,129.63,100,2.5
1591.6,6366.4,7.16,4382.41,773.07,182.47,139.9,100,2.5
5166.7,0,23.25,4302.23,1245.56,160.19,106.02,200,2.5
4393.9,1098.5,19.77,4169.38,1151.92,164.54,111.9,200,2.5
3653.2,2435.4,16.44,4165.33,1074.84,170.38,120.27,200,2.5
2746.7,4120.1,12.36,4230.75,966.8,176.31,129.52,200,2.5
1583.3,6333.4,7.13,4388.9,787.99,182.31,139.62,200,2.5
5152.9,0,23.19,4306.2,1257.54,160.09,105.88,300,2.5
4379.8,1094.9,19.71,4174.55,1165.88,164.41,111.72,300,2.5
3637.9,2425.3,16.37,4171.97,1090.92,170.22,120.04,300,2.5
2733.3,4100,12.3,4237.91,987.11,176.15,129.26,300,2.5
1570.4,6281.5,7.07,4399.11,816.45,182.05,139.18,300,2.5
5131.4,0,23.09,4312.42,1276.21,159.92,105.66,400,2.5
4357.8,1089.5,19.61,4182.56,1187.46,164.2,111.43,400,2.5
3617.6,2411.7,16.28,4180.8,1115.32,170.02,119.73,400,2.5
2711.7,4067.6,12.2,4249.46,1015.27,175.89,128.83,400,2.5
1550.3,6201.3,6.98,4414.91,854.07,181.66,138.49,400,2.5
5102.5,0,22.96,4320.74,1301.1,159.7,105.36,500,2.5
4329,1082.2,19.48,4193.09,1215.67,163.93,111.06,500,2.5
3588.8,2392.6,16.15,4193.31,1146.29,169.74,119.3,500,2.5
2684.9,4027.4,12.08,4263.78,1050.99,175.57,128.3,500,2.5
1526.1,6104.2,6.87,4434.02,900.91,181.18,137.66,500,2.5
5066.6,0,22.8,4331.1,1331.9,159.42,104.99,600,2.5
4293.6,1073.4,19.32,4205.98,1249.95,163.6,110.6,600,2.5
3556.8,2371.2,16.01,4207.25,1184.23,169.42,118.81,600,2.5
2654.5,3981.8,11.95,4279.75,1094.61,175.13,127.61,600,2.5
1497.3,5989.1,6.74,4456.61,954.62,180.58,136.62,600,2.5
648.3,0,3.24,5447.57,3843.18,80.57,60.23,100,0.25
580.8,145.2,2.9,5422.6,3601.08,83.82,60.31,100,0.25
493.4,328.9,2.47,5415.41,3289.98,87.86,60.42,100,0.25
373.4,560.1,1.87,5418.82,3012.13,92.27,61.15,100,0.25
214.4,857.6,1.07,5436.96,2542.51,97.53,62.47,100,0.25
643.3,0,3.22,5448.76,3836.74,80.41,60.23,200,0.25
570.2,142.5,2.85,5425.86,3551.38,83.38,60.3,200,0.25
482.1,321.4,2.41,5419.6,3221.8,87.23,60.41,200,0.25
373.4,560.1,1.87,5418.82,3012.13,92.27,61.15,200,0.25
214.4,857.6,1.07,5436.96,2542.51,97.53,62.47,200,0.25
621.8,0,3.11,5453.81,3739.4,79.73,60.22,300,0.25
533.2,133.3,2.67,5437.16,3351.34,81.86,60.28,300,0.25
471.4,314.3,2.36,5423.61,3161.3,86.62,60.4,300,0.25
373.4,560.1,1.87,5418.82,3012.13,92.27,61.15,300,0.25
214.4,857.6,1.07,5436.96,2542.51,97.53,62.47,300,0.25
569.8,0,2.85,5466.04,3478.08,78.08,60.2,400,0.25
502.3,125.6,2.51,5446.59,3197.16,80.6,60.26,400,0.25
458.7,305.8,2.29,5428.39,3092.62,85.9,60.39,400,0.25
373.4,560.1,1.87,5418.82,3012.13,92.27,61.15,400,0.25
214.4,857.6,1.07,5436.96,2542.51,97.53,62.47,400,0.25
526.6,0,2.63,5476.21,3276.82,76.71,60.18,500,0.25
472,118,2.36,5455.84,3055.41,79.36,60.25,500,0.25
453.7,302.5,2.27,5430.25,3074.28,85.62,60.38,500,0.25
373.4,560.1,1.87,5418.82,3012.13,92.27,61.15,500,0.25
214.4,857.6,1.07,5436.96,2542.51,97.53,62.47,500,0.25
486.9,0,2.43,5485.55,3104.49,75.45,60.17,600,0.25
456.5,114.1,2.28,5460.58,3002.67,78.72,60.24,600,0.25
